Date,Price,Exogenous 1,Exogenous 2,Exogenous 3,Exogenous 4,Exogenous 5,Exogenous 6
2018-10-01 00:00:00,197.76,14800.0,0.0,13927.0,48749.0,9456.0,2092.0
2018-10-01 01:00:00,196.83,14400.0,0.0,13618.0,47795.0,9319.0,2092.0
2018-10-01 02:00:00,197.09,14200.0,0.0,13393.0,47233.0,9196.0,2093.0
2018-10-01 03:00:00,196.76,14400.0,0.0,13207.0,46771.0,9268.0,2095.0
2018-10-01 04:00:00,190.87,15000.0,0.0,13530.0,48534.0,9258.0,2088.0
2018-10-01 05:00:00,197.73,16800.0,0.0,14636.0,52947.0,9927.0,2088.0
2018-10-01 06:00:00,290.33,20000.0,0.0,17502.0,58005.0,9900.0,2174.0
2018-10-01 07:00:00,296.22,21400.0,0.0,18884.0,64887.0,10345.0,2370.0
2018-10-01 08:00:00,356.84,22150.0,0.0,19249.0,69410.0,10743.0,2368.0
2018-10-01 09:00:00,342.35,22300.0,0.0,18822.0,74233.0,10980.0,2222.0
2018-10-01 10:00:00,317.13,22150.0,0.0,18573.0,77328.0,10998.0,2213.0
2018-10-01 11:00:00,330.24,22300.0,0.0,18610.0,79708.0,10990.0,2120.0
2018-10-01 12:00:00,330.52,22350.0,0.0,18735.0,81190.0,10708.0,2077.0
2018-10-01 13:00:00,330.36,22450.0,0.0,18608.0,81358.0,10565.0,2071.0
2018-10-01 14:00:00,326.8,22000.0,0.0,18401.0,81186.0,10370.0,2069.0
2018-10-01 15:00:00,308.11,21700.0,0.0,18259.0,79584.0,10252.0,2069.0
2018-10-01 16:00:00,284.4,21350.0,0.0,18043.0,77570.0,10235.0,2084.0
2018-10-01 17:00:00,299.03,21400.0,0.0,18133.0,76092.0,10148.0,2129.0
2018-10-01 18:00:00,306.5,23400.0,0.0,18946.0,73376.0,10256.0,2237.0
2018-10-01 19:00:00,452.43,23600.0,0.0,19622.0,75500.0,10371.0,2374.0
2018-10-01 20:00:00,330.11,22700.0,0.0,18944.0,72204.0,10294.0,2252.0
2018-10-01 21:00:00,255.83,21200.0,0.0,17962.0,69198.0,10136.0,2204.0
2018-10-01 22:00:00,234.24,19500.0,0.0,16073.0,65642.0,10050.0,2106.0
2018-10-01 23:00:00,196.01,18000.0,0.0,14998.0,60570.0,9991.0,2083.0
