Date,Price,Exogenous 1,Exogenous 2,Exogenous 3,Exogenous 4,Exogenous 5,Exogenous 6
2018-10-01 00:00:00,59.53,43650.0,2790.0,49016.0,6881.0,49016.0,0
2018-10-01 01:00:00,56.1,40550.0,2919.0,47546.0,6725.0,47546.0,0
2018-10-01 02:00:00,51.41,39550.0,3048.0,46878.0,5599.0,46878.0,0
2018-10-01 03:00:00,47.38,37000.0,3196.0,47039.0,5561.0,47039.0,0
2018-10-01 04:00:00,47.59,36050.0,3345.0,47128.0,5638.0,47128.0,0
2018-10-01 05:00:00,51.61,37750.0,3493.0,48728.0,5858.0,48728.0,0
2018-10-01 06:00:00,69.13,42400.0,3522.0,54208.0,7356.0,54208.0,0
2018-10-01 07:00:00,77.32,49100.0,3550.0,57619.0,8073.0,57619.0,0
2018-10-01 08:00:00,84.97,51450.0,3579.0,59453.0,8503.0,59453.0,0
2018-10-01 09:00:00,79.56,52850.0,4301.0,61445.0,8984.0,61445.0,0
2018-10-01 10:00:00,73.7,53700.0,5811.0,62794.0,9148.0,62794.0,0
2018-10-01 11:00:00,72.45,54150.0,7319.0,63156.0,9450.0,63156.0,0
2018-10-01 12:00:00,69.95,54800.0,8578.0,62927.0,9699.0,62927.0,0
2018-10-01 13:00:00,66.23,54850.0,9449.0,62439.0,9952.0,62439.0,0
2018-10-01 14:00:00,61.17,53550.0,9991.0,61500.0,9677.0,61500.0,0
2018-10-01 15:00:00,59.45,51900.0,9974.0,60137.0,9463.0,60137.0,0
2018-10-01 16:00:00,58.18,50500.0,9641.0,59066.0,9227.0,59066.0,0
2018-10-01 17:00:00,60.42,49300.0,8952.0,59232.0,9065.0,59232.0,0
2018-10-01 18:00:00,69.93,50150.0,7374.0,59847.0,8636.0,59847.0,0
2018-10-01 19:00:00,75.0,53000.0,5915.0,60673.0,8434.0,60673.0,0
2018-10-01 20:00:00,75.67,54350.0,5331.0,60611.0,8222.0,60611.0,0
2018-10-01 21:00:00,70.08,51000.0,4768.0,59338.0,8094.0,59338.0,0
2018-10-01 22:00:00,64.91,48800.0,4205.0,57659.0,7838.0,57659.0,0
2018-10-01 23:00:00,59.49,51750.0,3643.0,56525.0,7660.0,56525.0,0
2018-10-02 00:00:00,59.14,48050.0,2850.0,52551.0,7084.0,52551.0,0
2018-10-02 01:00:00,56.97,44600.0,2825.0,49594.0,7114.0,49594.0,0
2018-10-02 02:00:00,51.41,43400.0,2803.0,48481.0,6828.0,48481.0,0
2018-10-02 03:00:00,48.55,40950.0,2834.0,48402.0,5891.0,48402.0,0
2018-10-02 04:00:00,48.29,39800.0,2865.0,48484.0,5978.0,48484.0,0
2018-10-02 05:00:00,50.64,41450.0,2899.0,49795.0,6959.0,49795.0,0
2018-10-02 06:00:00,58.18,46300.0,3068.0,55112.0,7885.0,55112.0,0
2018-10-02 07:00:00,73.43,52600.0,3240.0,58660.0,8433.0,58660.0,0
2018-10-02 08:00:00,74.26,54550.0,3415.0,60673.0,8689.0,60673.0,0
2018-10-02 09:00:00,75.49,55350.0,4026.0,62175.0,9041.0,62175.0,0
2018-10-02 10:00:00,73.7,55700.0,5478.0,62766.0,9053.0,62766.0,0
2018-10-02 11:00:00,70.47,56000.0,6888.0,62790.0,9097.0,62790.0,0
2018-10-02 12:00:00,71.5,56050.0,8093.0,63369.0,9057.0,63369.0,0
2018-10-02 13:00:00,69.93,55700.0,8837.0,63372.0,8805.0,63372.0,0
2018-10-02 14:00:00,65.99,54200.0,9217.0,62755.0,8689.0,62755.0,0
2018-10-02 15:00:00,65.1,52200.0,8819.0,61921.0,8543.0,61921.0,0
2018-10-02 16:00:00,65.01,50600.0,8074.0,61248.0,8414.0,61248.0,0
2018-10-02 17:00:00,67.13,49400.0,6966.0,60821.0,8356.0,60821.0,0
2018-10-02 18:00:00,73.94,50050.0,5406.0,60324.0,8739.0,60324.0,0
2018-10-02 19:00:00,81.12,52650.0,4081.0,61081.0,8796.0,61081.0,0
2018-10-02 20:00:00,80.0,53800.0,3603.0,60647.0,8711.0,60647.0,0
2018-10-02 21:00:00,75.21,49750.0,3581.0,59314.0,8695.0,59314.0,0
2018-10-02 22:00:00,69.95,47750.0,3557.0,58427.0,8343.0,58427.0,0
