Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2023-02-01,100.11747460036435,91.15049121180064,93.8205870201147,95.27880899231019,91.4855975297821,109.15381962804803,150.92318696635544,179.54283733031562,193.0156958429208,194.95816439982377,183.3309271823822,177.82765360117259,167.2490271134388,170.17731553721373,163.35792638177907,181.91753584985258,196.20475080908227,209.8693208158572,210.89980304673676,209.43905329553834,192.8128985201748,175.22968170401592,181.77820774035263,129.19816299845837
2023-02-02,110.40432755061101,104.68493883368099,95.39181969435803,100.72765032272132,101.23699314248756,108.7880018303369,142.072478274119,173.35353381615457,187.3614697990637,189.73354384584613,179.16065434832848,175.68660791024877,163.0257840769074,162.54984746258162,161.61016428965857,171.82628244553945,189.17463152270142,202.0979566862238,201.38272987023535,185.17552398334664,158.63136663853015,148.92891754840588,141.81837745439523,115.42623761252369
2023-02-03,128.360144220186,118.48289997015225,111.23820440415966,111.41893461732815,116.3004617557909,133.3976223255762,161.29577128243992,188.5466713362955,194.76968884078957,178.96417020853428,170.33929045346096,175.45728113298318,164.46029525424066,162.81873042522767,163.3013389023724,166.48318269699544,181.44659519393488,195.0876180886428,193.1022718329874,182.8977470785974,173.8240615613203,152.00577355600603,142.62774875564065,123.06941097845443
2023-02-04,101.81143711521183,96.81919904930511,96.18722623446085,97.64692013160446,95.75898129846698,98.42039893928612,91.92060375153352,114.57657611743345,125.98700601388096,127.68020542147062,123.3023121105308,127.72512933551323,120.70548815679209,118.71216537692652,122.78524816860406,129.59537936999757,139.45736884662355,167.895193497587,169.01937125601052,157.93519110849672,141.53877235897156,132.88120725904304,123.89824023717378,103.79104425973564
2023-02-05,126.0617858709874,114.79366437797418,117.50558803808407,116.48832929324472,113.85766264080114,107.3458092736505,104.24041248298845,110.00672537006821,119.98416263399253,113.45683278304111,103.14121852862453,114.53936658876304,109.83557233715922,94.70857261268742,96.50636072807099,107.45301836934684,130.4836817685685,152.28070901178415,173.74821287739957,188.34412370917977,166.0846078796182,144.62363684865474,143.02453757716887,128.29867175461334
2023-02-06,117.20008260142077,106.79570850523044,106.95821447264157,100.49356265766876,122.5980274228971,150.1028859510089,211.57332252425124,247.8914276657232,252.06689259574244,218.74294490931067,184.94654691846216,191.55756937829437,192.55102451443702,188.61620067673618,206.2928419431375,216.55153329772997,230.66987709772587,249.04972561879617,238.79701629835603,239.54318636564366,219.03823603706357,193.6108300453387,182.1748261712574,141.32054035970808
2023-02-07,148.0132992754551,149.51397695008012,149.0158189593161,150.70763047720357,149.6170210488396,155.5723346199142,187.82394243078937,228.09268709206148,218.5479971328034,199.8178806849021,197.34091762909821,192.6240694759703,184.57583517846365,185.40218136486814,189.94860732658628,196.53951188798428,214.5249256674186,225.99613366624598,236.1656288713923,241.86136182905793,214.78887330848403,195.00623703115403,178.5880373988217,155.00078849658576
2023-02-08,161.3549816293827,153.51919295985743,149.53234481983088,151.8533195345364,151.62164712304502,161.62509721240923,203.77708379320956,229.1852819908023,233.620408064633,215.1614009926127,193.39860150728632,188.23922508922067,175.5762205955718,174.54392462167172,176.1129223738062,186.66884039295732,201.21758658447476,225.39320787338644,229.13961220117443,222.7554656079175,193.54120086427474,167.91666096534522,164.03440904159936,144.84632370119738
2023-02-09,128.02112279438032,119.3731241962647,113.1384747767619,113.04957225375908,118.61316340438091,133.30559457025885,170.8587152869168,192.90660072601796,198.52433657701533,173.83516124136594,148.44540424076314,150.93340061761415,148.40067665433259,146.6064336750656,145.1653614149268,159.4563482535146,159.73757294151594,190.02062300463706,195.90878353526497,192.06509977381864,174.15384460739165,160.22178437170697,153.88236331246532,135.02497155440955
2023-02-10,143.36159032930667,140.09670979571314,142.5155987574239,147.1102821446566,138.92258686568528,146.7277106606947,195.45864186147173,209.13027888859213,209.3891037242686,177.5807373535604,162.81165972637194,156.66787854503428,142.84733902476862,142.59549690020506,146.40561522344882,161.06745775678317,181.68982571903385,203.3728275004351,203.7057466213101,200.17631843926847,180.89288247189626,165.5037771057415,160.12852157508908,135.93165266339855
2023-02-11,149.2329383950207,142.34400197837041,146.09355422046835,143.84108504609145,137.93815320789855,138.3955180280503,136.54230470783799,146.13467877960667,152.10328377665698,141.27398894509355,118.08831719344172,126.33048516874021,115.5667853256839,115.21979626968425,125.39469399426648,125.5756344595433,141.70975181783388,171.2796063728271,177.10249946208165,166.80372478454004,151.01857683594977,136.79303115936494,142.49481160749153,130.7618885011706
2023-02-12,133.73790549052885,121.1679158952165,115.98699093474966,113.45860365734079,112.81812258899214,112.07334986167614,111.01966342183363,105.30991957368234,104.5594124820042,99.337308218212,94.31898195531787,103.48478060634268,96.71511267948213,84.91990501926367,80.33128990285749,95.28974738416274,118.68830026406951,138.60172971820677,153.50415208312987,154.28025899425614,148.62824351293295,138.0854527721973,129.23208524694536,118.84973377280113
2023-02-13,126.67913694067056,125.01998510713558,120.22390455871309,121.00511429965633,123.53141604978113,146.76928485405222,191.76390820428196,212.67254909329554,221.2670177184036,202.2010424011576,177.72603729482125,167.86309988358082,172.30811777265853,171.1102197604203,171.75194291288298,182.15526788886248,195.8926045304795,212.82652474043456,217.07308168865464,210.3167475180041,207.01654373425643,192.71704792036493,171.8197632707596,148.97656433915913
2023-02-14,149.15553595030343,145.0856277728986,142.27568335480197,143.26218531589353,143.89663199584606,150.9412552679466,182.95300806125582,209.61544200248483,211.6687758749673,186.66516801199478,173.281880120731,170.53606573544508,162.65277211177406,157.522584647191,163.400100547992,175.86289591694714,188.9756272104543,207.1269866523905,216.42957115889814,215.11740253125816,194.59755846139072,177.45443636646922,163.42546412713992,146.68716404753602
2023-02-15,135.1778490384001,131.2451232137222,126.47850794873841,124.3749677378318,126.38532408320674,138.2218307811565,168.34149765635593,181.9545449965349,186.23330796594394,167.76321274033256,149.21903432983004,135.5150095147286,132.24637566582106,124.49356386704534,126.99660346606082,140.2976454406984,147.16015800906376,172.52894232821455,189.9769872602814,190.83104837261646,179.83600189378728,160.9947097296016,144.20058554097724,134.0878091025169
2023-02-16,166.29520501834267,163.228999496469,156.3452336157631,158.98115924460043,152.35397188937014,168.32269444864997,206.3185427256733,221.7193040526011,222.7605164016955,191.254534788834,167.69839527162122,161.17897743593892,150.64508416597724,149.08558426500448,152.5438285018247,157.65585593992836,181.23437303567215,204.9058214861618,214.01122305406136,202.0949270435775,192.78385643747484,181.81872834190693,168.4767168866109,154.42236428280845
2023-02-17,158.59195439521682,149.3645489102224,146.40728055115764,148.11512279996762,142.9363751925921,160.09508416326216,172.01093081390096,190.43760817187624,184.12046077612948,153.64036353463615,139.28546798432632,133.44105757977076,132.25821335048533,125.78920342011493,128.86926351396878,135.71533788555706,135.80080008263505,170.8574780942592,186.25723450177492,177.4215314464977,174.47650166351295,166.21073887758965,158.38546648845457,142.351468959571
2023-02-18,154.33923854845509,146.3620450045103,144.89962593394677,136.26955451327945,139.9543325331762,150.8017919052546,157.12545163615147,169.62691893801482,174.22018751473794,172.17302122791543,160.8581346962398,155.7412088920666,145.82941793393493,142.44992285028417,140.8119240430906,147.31512246874206,161.28404792445048,188.03472329523487,207.86299920504783,197.06224349625094,189.07156033140407,165.60235899632386,152.8673958245044,143.98529055692268
2023-02-19,101.04680798440194,87.47446893731751,78.73284565543105,80.98592283090665,83.13693156356865,84.54857074397009,103.32802148062807,97.22255158809104,98.26143596777766,90.760851237738,83.78320046737062,83.66297001640531,75.17771377838423,62.52191958162902,62.83146317034543,74.86316541700863,96.09308338519817,120.54594099123237,152.25506169001574,155.14465213574016,140.95860977844995,137.05101165804487,136.49526815144193,113.32391956202108
2023-02-20,85.812318857936,72.94090290682553,60.98041832481634,66.86815923676897,72.02635974937985,100.4408935634579,152.05446937137702,167.8026673262184,177.69610410195645,163.82617556761275,148.57714631322892,149.36610905219408,138.8506463178574,133.64700839757097,138.47487522735275,153.4184904831548,177.30498038170927,188.27050543180295,196.3658241789857,194.44400892538928,182.13461618376553,153.42033478167204,134.7173016210895,110.56465897370398
2023-02-21,75.79974051943766,67.9947337016218,54.44238542729228,62.82445723367914,71.07936733678551,95.4196227600022,126.47761598345588,144.4734824284418,148.08649806600445,127.09339575490498,107.16532226064732,92.75815141180493,92.48531459004545,87.79429860494325,99.54597003820929,109.49778838603618,119.15800993802256,131.48794471331362,159.78229359040807,151.11761067783144,140.86013506180169,109.8514729374652,97.53029382211251,84.33244593925531
2023-02-22,125.65380073934529,123.79403328470914,116.02519489582251,120.117020317875,123.23543518989423,129.86893026675645,160.57674639135843,177.23818896652085,182.33064117282316,161.2181260673958,144.2870794610519,134.3310895470466,123.28805840439321,118.8538038632509,127.4756865477759,137.8017291283624,152.43905051557618,170.8185362191183,193.08197659266125,184.74356752528607,172.34936549303188,150.531543325544,154.10115707423415,121.63892442849726
2023-02-23,138.05908628524884,126.38605210514467,121.61071441849084,125.21961684937988,123.95959554999727,141.90123466949433,169.08963194750967,183.52838244183766,187.88847524715152,150.95119062550998,133.18603420396335,116.92625571571497,123.59440391433361,115.37287981493238,129.54161667721874,132.77044389012838,132.63627996086709,165.27713928377227,173.60054311006397,174.7412703253742,166.4848290223714,141.25057261543617,136.0350629019061,117.63747819906283
2023-02-24,126.19810363364137,121.27584496231091,118.41951420974512,115.19932442960204,113.76707409132443,131.71420092769904,160.30785649745133,182.45747410075938,180.36428163137595,153.33567619329548,140.77505104779866,137.75511504867333,139.6560931574018,138.22298451752428,142.3815974113062,146.2657771243619,152.36065294331658,168.2004808643162,177.75947180080328,174.50268616649177,157.70143655997137,143.24935653711822,140.22370792911772,121.71283890308902
2023-02-25,91.24884840237532,86.6755707288506,84.13204938533664,81.50820778298016,81.74777841990326,85.54853285950242,82.04478317112503,91.4499723954323,99.72510565703755,97.97442359793395,90.9784297164726,93.25337936488746,84.08724704322664,76.01139225383467,80.2964524131528,87.20633211029435,103.44441616910284,117.68426950149464,129.5647010639704,117.96425072656868,110.97958637721412,98.41770442166784,92.05700531130476,92.43031749957603
2023-02-26,89.30541753038038,79.91131841951943,74.5410863949933,69.78759198908215,72.59582821196992,72.48306003350328,69.54866658940274,72.51171749101677,71.50666478184361,73.36906632638352,70.08662035191315,69.87843413496738,64.63687992071051,57.79913757679222,54.503112939929906,71.40070055000174,83.78868806712536,105.72581164274891,129.84251014215215,126.44601155711457,117.87928549654457,107.3630247640003,105.43101342271547,98.89262755006774
2023-02-27,119.44470893358418,112.79863838908406,103.70294611302731,107.13834894461168,113.26125659222649,130.65183411661042,185.72324185891767,212.84330010442346,224.69321566682083,192.4789879455617,168.51426573345978,152.13530334327268,148.73464477181574,148.53602724696907,155.6938996831153,169.90826976809984,183.05235011457367,200.24597648715985,201.9398009675735,204.2469982324185,178.82304684386548,158.20600300899906,156.7060157851079,124.59196311322616
2023-02-28,142.95834615876203,140.1656229609681,135.74882796640185,136.93471135591165,137.9288538847724,146.4095077661162,181.49248446804492,201.1971201614666,204.90433808617593,172.94965884423274,154.96567626708483,154.4262020348997,144.50442541792702,141.0488468964572,145.12031322755456,157.9544012321073,171.3147749717956,190.61279487739787,203.8228414136973,199.904500608943,177.4876098358702,161.16230908295222,159.2834149155421,134.00545362801287
2023-03-01,132.8706326644357,127.5975082242808,125.59646655510679,123.36994730881273,128.99677234556717,142.7122912066436,176.20483410210812,194.70179525123228,196.36182606971613,172.1690641282485,151.9967181041071,142.43667520738165,134.56504152399455,133.14652298082615,136.34278914561474,150.35565576053082,158.79500240545454,180.67988698262812,200.73824460056954,201.576216739849,187.08403351885002,165.86014869645024,160.38767707708422,138.6854895911741
2023-03-02,128.68184051408974,124.9985704683331,124.34749776923172,125.21816210646212,129.96665905463556,139.08702960913308,166.26988061976985,177.56844605815988,180.0997013521736,159.17546194690172,140.31341036650156,133.0643458611019,122.03884003785191,120.95684085617879,127.03459941194673,134.92233478208237,147.79266670074924,172.12877983894646,185.8225423491804,183.81578724072696,179.69902438847637,155.61372768435248,147.53003131405458,135.44484373666378
2023-03-03,137.43814469261898,132.7814159392784,126.92154322725996,124.72376732600941,127.7195611268017,139.7508000151869,163.30494056313177,178.75720601804835,177.4518088809806,155.3552378534248,136.92708847109708,131.4557992667908,124.2726620640359,117.07580157484097,118.16259511170746,126.35846261959966,140.9075605840682,158.8732262158788,170.2264178395531,159.43409229492931,155.78643618670074,137.2825967037202,133.35817415318826,124.95592809623575
2023-03-04,114.66744567450817,107.18138947459465,99.69365035980952,102.61030109520424,101.06365889373575,106.87326564967645,100.01010332013192,105.3725975917959,111.57788287708145,108.17789920559235,98.50698696176767,92.19787298098905,86.35928404264806,73.76209436466155,75.83529994425523,76.27830222077202,94.16591525584508,112.58583751547313,131.20530323336519,112.95344369996282,110.86936020984918,98.28170294485557,95.7776097854854,97.95763599792193
2023-03-05,95.36348177476277,87.18311271598925,76.99798602210058,78.35862916141414,81.9140153007983,83.09075193261774,77.99475590311576,78.82036594865886,79.9266003307268,81.77060024466546,81.19687619788984,85.77849013219799,78.46860301834705,67.44007050552902,61.274751948790936,77.7918701756499,88.94393437796269,121.06873229333378,149.56984029951087,151.96420922731735,141.96432537466376,132.51909630541587,131.03394605003174,116.48793986415185
