Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2023-02-01,115.00634896478148,109.18364200531242,107.79412147222045,102.840621433922,117.61659217443047,120.90781438073857,139.84949563884533,167.87039659908515,180.45088933645846,162.21483956514805,153.19272395929175,153.45186661547672,155.4956117620692,144.5758515739626,153.9189311811676,154.7908504555132,165.58027803583497,163.35414777179304,163.10478608960554,153.07121609701926,146.02087371865395,130.6793701581003,132.09035986435012,119.27408512152286
2023-02-02,116.9768940646862,112.08256364794647,107.78744237871979,104.82587596643545,120.1107618405082,124.62595217459591,151.613280027366,180.66417311731544,188.45390774118698,179.87605337019497,166.76729217890298,160.31940606386985,159.1279937794556,150.38906669916398,153.3199958894681,161.62749094625886,164.03433774497236,185.01449908679646,191.2271165067952,178.81148268491773,162.15886466106417,150.08455722173548,140.53876749610367,127.82039664675665
2023-02-03,131.51274074296893,124.16064325944483,119.0430885338599,117.06377762284366,128.15453512926732,137.17297756940332,165.1192479153896,186.01207535768015,191.50202377153897,193.38107212805414,179.15299152615862,179.61903433137854,172.44910708866206,168.47635674640128,168.1157275952471,168.39696387671825,170.46900974812218,171.81684487766262,165.26955718093316,156.08815085362153,151.66029311897745,141.91621952242548,138.60174471526972,129.3911389540955
2023-02-04,106.99714559568582,101.89078444035371,100.67370272896072,99.30268738578287,99.19375469706569,102.10111788381442,101.93593193781577,117.4996504415033,131.3883356230151,138.10387190874798,129.5683260970831,120.77198751307935,117.27566828879294,111.52832778687899,112.76039085125456,117.99353086856124,124.22563596501399,141.4089268664068,148.92421758125187,139.86808971419313,132.7549170182848,125.40461742110031,119.50162532755952,106.38566726975478
2023-02-05,128.25583099436105,120.0441511874065,116.83380284173904,112.09084845566275,111.31120105025371,111.48261241753491,112.38482611623492,121.09937743010252,130.34410036241562,120.76746447270293,113.57271185856104,115.87608452780418,116.41776955656573,95.08134604347663,98.1869784635675,111.3515446590022,114.14440966965155,129.51366456034134,140.60771870036507,139.54357214753162,130.72873546632874,116.76571653418952,118.39134289790456,102.17276030341682
2023-02-06,138.8524990694134,132.77766062508795,132.80435289307658,131.0427920339386,131.87279278867248,153.09359842241253,199.85029107019542,233.64991650249502,252.53918575632702,227.06481744576985,213.05616421972314,206.77408910412544,199.3623510556751,194.75005551945364,198.22436540741074,206.83297638600163,212.62744549791464,229.00016846235164,235.51520817389058,235.49086784664607,213.9909197148956,179.66455970509958,171.3157041202114,148.73023523465605
2023-02-07,153.62008425869394,154.09975219152483,150.71769533408533,148.51727405558242,155.6579655974057,166.11213987658076,199.23907293531468,224.88965740131016,237.72131685059884,222.2413504284287,200.89796938871496,190.85557134333268,174.41245505683997,172.88817587857727,179.43037181334114,201.61974604640957,213.21565304507575,237.86320307970396,257.23067758406705,245.47008340787661,226.83272744104403,194.47667870982403,184.80739778680862,169.09416541486289
2023-02-08,170.41468121691983,169.5363762296941,166.72894609456486,165.52803105751053,177.12303794446993,178.4206775762178,214.66428748880452,245.83827177737794,247.94804627366497,224.0013975801493,191.17501008989944,185.91419916884388,174.6430750527974,174.04815113231405,183.21390691376254,194.3245606199614,199.27414669348698,231.77476399581542,227.87390681027935,227.46046272846579,193.9199167947259,172.49856926799697,165.63450090402475,149.34336381110646
2023-02-09,140.75234975068267,139.64511166185375,138.44609754796164,135.2227008313583,144.99142932769132,147.24507375402675,185.69352477686266,206.67262941915564,204.93834622238242,176.3341477113192,153.27545698439386,158.19069131019427,158.834717408593,157.81106031313183,163.05053397169505,172.63260282751207,192.50379128509428,205.98814110036224,204.62699710298352,203.6748646661333,187.42534604152127,180.78580930397362,165.26469375091338,153.04291378102752
2023-02-10,147.9451584345815,146.772386397474,138.24214236418428,140.03551867920322,148.2651082784281,159.7868337893473,195.00829699598728,210.36234032047992,207.09464936412104,179.51528328226155,168.51777997308318,162.8818428794076,160.71392146062536,155.0255435845498,151.84894208137248,154.2124672187874,164.86753575338153,168.48176781011716,174.20181949955077,157.72695214017406,151.71734712766812,142.94625636875645,150.82487773448614,137.32726081204666
