Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2023-02-01,105.23347856246818,102.74065313743418,97.62570714732685,79.04860534274147,90.46866464933566,105.59560434169623,139.15626783977672,165.61007838868287,171.40550585229263,158.33889583671777,159.11667928345173,170.37090843411818,167.94524235851554,157.5507002591781,159.247062770147,161.91845922734794,182.32492300902558,191.11040517362073,202.33124403977482,191.86520927796155,171.41640689828802,165.64323061580257,153.3217570437868,139.83593106810164
2023-02-02,103.99816439662314,108.33419906664795,99.17171527307028,89.70128604988906,97.77945521031789,113.65690972268047,141.40893767621944,168.0528730004426,177.9364914900367,173.5791348495316,167.6126899258776,169.96041537905126,169.11298463578248,168.24347187961285,170.93030329060315,179.34513307143686,188.1658013558879,193.7668417225433,194.97253219778793,176.35821503575642,163.40464028699537,145.38304379394268,137.6739388797027,116.28471220126659
2023-02-03,136.42169730343863,138.55936357788957,131.21126192387882,120.4299912514932,126.21016531974162,132.95577710939497,164.01726945757417,183.83575869529375,192.13135376743,184.05350169036677,174.83137199618216,176.4611172972905,171.83225629187666,164.78449653842588,168.02127340012927,171.9877996738363,179.88629468324942,188.68705689491006,181.64017691048264,153.1046945396585,141.23533309125634,138.23962944904287,125.62263676082262,114.9894921358896
2023-02-04,120.93271333489011,119.96216388593018,115.90732575394715,96.68777664902836,104.26025178729384,101.93098254992539,99.06024535207827,113.03544329407295,133.32514581341098,145.96411554172283,149.5314073238522,150.98757182413607,147.48028250419512,140.8275554785048,137.67202087911966,139.45775893502815,138.4079194368133,153.11770321812386,162.2209635657125,142.31891427218423,111.54776357763342,102.63541446816728,99.35481273387964,86.29644957812415
2023-02-05,130.26115373430298,114.80058422387022,107.88757541848206,95.97585839738528,96.76023997300527,98.61419577755726,106.23942341102597,107.99929227509982,108.19349696193082,113.25529817993421,93.42449012499891,99.68575528175735,116.00852049261158,100.00034943821312,107.85558498472703,107.49981371788779,127.04555407453923,146.2961281342241,160.16485687786943,165.45347007095938,150.3253881452844,147.92175561541626,119.40460109774175,108.08660355406423
2023-02-06,125.07110657747711,105.1721722481323,97.69646587451169,93.00796225024351,105.32892104815397,147.487340156835,189.1788681519504,219.55808637267904,239.57630969189756,218.24290683597064,208.8893726896407,203.7910146294795,204.14413711209687,205.85245719808657,196.20392062739526,209.61392921681517,216.5243676742237,227.85254139991295,229.3825685959757,227.88622784244714,197.23534983528089,184.32559714470574,174.09482172625897,135.2070726599238
2023-02-07,148.46246228700397,133.55239570790687,123.14129748799105,140.6561470652219,145.56360421495395,152.84827306135017,182.191496407018,208.39686540974427,221.4269332754677,205.29881328281067,203.0985202423988,191.96887143406656,187.99051072127966,182.88522973611856,182.33991488328488,180.56945009975547,202.45797849858388,219.12606755720043,229.94949788217073,218.38455834363927,200.43750254770998,178.06817405726784,166.51810948980346,149.96050287388164
2023-02-08,150.26328699644145,143.19854042478195,133.33621409880286,129.57699768309985,136.50552563274283,152.21936747779284,187.81667905140708,216.6075329544427,225.63136656241838,211.4312545880324,191.78667642594414,194.73329639546154,182.36646116193262,179.78900179237255,188.02774081445966,195.0504355526145,211.2408834984331,222.41578472190923,234.25382932911776,225.45647262811607,202.70575490561743,185.525922567743,175.1832290949186,159.03678941562458
2023-02-09,119.2974599841061,115.7294578699748,109.58215276707267,109.78477354770443,112.28998858649993,123.60917408406182,152.3486598742863,172.99935788253833,180.61240098853426,164.51354076822642,160.22059786797615,148.1856366247477,146.49535053106152,152.22246086996964,158.6347346174446,163.76939789984243,176.2031744121471,186.50407263323663,196.2342532582671,192.07145631484133,182.79619945402968,163.9878075204444,156.50985426379228,134.49711004130364
2023-02-10,145.831696103983,137.49504327148728,130.76141198993756,129.66621640520296,131.5951777798592,151.30822283462095,177.264037212477,201.0709965263911,211.85071952841918,193.5126751169993,175.79509351682336,179.9503115567907,178.14395089196762,166.68439147853516,165.01798742196513,181.60715011181244,192.9369651568268,200.31839646876855,206.56362586047874,195.86686452923348,176.7051901611456,158.70016971778057,149.6520432898587,140.63796759354022
